"term","definition","FNA_ID"
"ligulate","Bisexual with a zygomorphic corolla; in Asteraceae (Compositae).","aafcb2d1-6250-4305-9a10-2c47a0001b4e"
"ligule","A strap-shaped enation from or distal portion of a structure.","8194a433-66b6-4476-8181-3133bf5581b4"
"ligule","An adaxial, distal enation from a leaf sheath, especially in most grasses (Poaceae) and sedges (Cyperaceae); usually unitary and membranous, sometimes instead consisting of a row of ciliate processes.  See also hastula.","a039c37c-3d74-4067-8a72-971b82bcd86f"
"ligule","A relatively small, attenuate, membranous, laminar enation from the adaxial surface of a leaf near its base; in Selaginella, Isoetes.","def4b6b3-a1ba-4911-b6a8-373453c96130"
"ligule","The distal, relatively flat portion of the zygomorphic corolla of a ligulate floret, terminating in 5 teeth or lobes; in Asteraceae (Compositae).","d5f99cb6-8e2b-4171-b751-cf7194d6b9e5"
"liguliferous","Having a ligule.","4715a90b-ffab-4dbf-9ae4-4ee2f38fae24"
"liguliflorous","Bearing florets that all are bisexual and have zygomorphic corollas; in Asteraceae (Compositae).","fe5b6693-08d1-488e-9aa3-0b17cb1aa0e7"
"liguliform","Elongate and relatively thin with the opposite faces more or less plane and moderately narrow, their edges more or less straight and parallel over most of their length; resembling a strap.","8fbd6b96-707a-4000-8084-c77a80fe24e3"
"limb","A relatively broad portion of a syntepalous (gamotepalous) perianth, synsepalous (gamosepalous) calyx, or sympetalous (gamopetalous) corolla distal to a narrower tube, spreading outward or ascending from the tube, comprising the distinct or connate distal portions of the tepals, sepals, or petals; except in bisexual or staminate disc florets of Asteraceae (Compositae).","182fdcd1-7a1a-4d24-9763-fe35d819b71d"
"limb","The portion of the corolla of a bisexual or staminate disc floret distal to the level of filament insertion; in Asteraceae (Compositae).","f60e5339-e91f-484a-b319-43276a8e5710"
"limp","Lacking stiffness in in one or more dimensions, thus drooping or sagging where unsupported.","ea60e897-3b97-4d7f-be25-b697b15e7c0c"
"linear","Disposed in a more or less straight line.","b76bec31-892b-4520-a668-4778d5561080"
"linear","Elongate and narrow with the sides more or less straight and parallel over most of its length.","a4e06f13-9860-4bd1-9275-2595cb102e4c"
"lineate","Having very narrow, straight, clear or colored lines that contrast with the ground color.","659e3dc7-6bb2-4415-9f29-123e6189a630"
"lineate","Having very narrow, straight, shallow depressions or low protrusions.  See also lineolate.","b38d8c6b-536e-4102-9dca-1ce55e30fa5e"
"lineolate","Finely lineate, the lines short and often irregularly oriented.","7cdf65c6-9866-4f18-bb22-1ba41d29dfe5"
"lineolate","Finely lineate, the depressions or protrusions short and often irregularly oriented.","6f55220d-7825-4e6b-9d4e-860abdb4ef3e"
"lingulate","Broadly elongate and compressed, one broad face more or less plane and the other convex, the edges rounded between them; like a tongue.","1f0eef4c-79cb-49d2-adeb-deb313012f22"
"lip","Any substructure that resembles a lip, especially a portion of a perianth, calyx or corolla.","0da735bf-50fd-48ea-b5f5-64dbedaeac1a"
"lip cell","Either of a pair of adjacent, narrow, transversely oriented, thick-walled cells bordering the pore (stomium) of a sporangium.","32481d2b-f56d-45c7-9343-d4e1a10d3231"
"lipped","Strongly zygomorphic with connate and/or coherent members some or all of whose distal portions form one or two lip-like structures.","2b49cf86-5532-42f7-8496-2feac5f8b078"
"lobate","Having one or more component sectors or peripheral protrusions that is/are delimited by concavities in the surface or margin and that is/are not proximally distinct from the remainder of the whole.  The meanings of this term and its approximate synonyms sometimes have been supposed to differ according to the depth of the delimiting concavities relative to the midline or midpoint of the overall structure, and/or to the shape or proportions of the protusions or sectors; however, there has been little consistency in the applications of the various terms according to such distinctions, which are ones only of degree and are necessarily arbitrary in any case.  In general usage, these terms differ only indistinctly and connotatively: cleft, lobed (or lobate), parted (or partite) and segmented tend to connote fewer protrusions or sectors; lobate usually connotes as well a generally rounded shape; dissected tends to connote more numerous sectors that are elongate and angular.  See also cut (incised, lacerate, torn), laciniate (slashed).","ccad7b64-c4df-45e4-824e-6e8b22c4a88c"
"_lobate","Having the number of lobes indicated by the prefix; as in bilobate.","637db8fb-944b-487e-b5a7-09635f55ea21"
"lobate","Having one or more component sectors or peripheral protrusions that is/are delimited by concavities in the surface or margin and that is/are not proximally distinct from the remainder of the whole.  The meanings of this term and its approximate synonyms sometimes have been supposed to differ according to the depth of the delimiting concavities relative to the midline or midpoint of the overall structure, and/or to the shape or proportions of the protusions or sectors; however, there has been little consistency in the applications of the various terms according to such distinctions, which are ones only of degree and are necessarily arbitrary in any case.  In general usage, these terms differ only indistinctly and connotatively: cleft, lobed (or lobate), parted (or partite) and segmented tend to connote fewer protrusions or sectors; lobate usually connotes as well a generally rounded shape; dissected tends to connote more numerous sectors that are elongate and angular.  See also cut (incised, lacerate, torn), laciniate (slashed).","4f1aefa0-cebd-46b3-b9f8-c4dd430be94f"
"_lobate","Having the number of lobes indicated by the prefix; as in bilobate.","973ea577-3ecc-4c75-aa8c-721a87ddc300"
"lobe","Any generally convex, major peripheral protrusion or component sector that is delimited by concavities in the surface or margin and that is not proximally distinct from the remainder of the whole.","ab5e0910-1573-4bb6-b63a-821e2f92d7d7"
"lobed","Having one or more component sectors or peripheral protrusions that is/are delimited by concavities in the surface or margin and that is/are not proximally distinct from the remainder of the whole.  The meanings of this term and its approximate synonyms sometimes have been supposed to differ according to the depth of the delimiting concavities relative to the midline or midpoint of the overall structure, and/or to the shape or proportions of the protusions or sectors; however, there has been little consistency in the applications of the various terms according to such distinctions, which are ones only of degree and are necessarily arbitrary in any case.  In general usage, these terms differ only indistinctly and connotatively: cleft, lobed (or lobate), parted (or partite) and segmented tend to connote fewer protrusions or sectors; lobate usually connotes as well a generally rounded shape; dissected tends to connote more numerous sectors that are elongate and angular.  See also cut (incised, lacerate, torn), laciniate (slashed).","4a1ee1d9-a9c9-4720-a6b0-b213754fae89"
"_lobed","Having the number of lobes indicated by the prefix; as in five-lobed.","913f7d2e-a357-4b66-8648-2bf20a2f90d7"
"lobed","Having one or more component sectors or peripheral protrusions that is/are delimited by concavities in the surface or margin and that is/are not proximally distinct from the remainder of the whole.  The meanings of this term and its approximate synonyms sometimes have been supposed to differ according to the depth of the delimiting concavities relative to the midline or midpoint of the overall structure, and/or to the shape or proportions of the protusions or sectors; however, there has been little consistency in the applications of the various terms according to such distinctions, which are ones only of degree and are necessarily arbitrary in any case.  In general usage, these terms differ only indistinctly and connotatively: cleft, lobed (or lobate), parted (or partite) and segmented tend to connote fewer protrusions or sectors; lobate usually connotes as well a generally rounded shape; dissected tends to connote more numerous sectors that are elongate and angular.  See also cut (incised, lacerate, torn), laciniate (slashed).","02a7a882-3568-41ac-bf06-82a6558332be"
"_lobed","Having the number of lobes indicated by the prefix; as in five-lobed.","eb1a339e-f7ef-4406-95ca-695734d41524"
"location","Position with respect to aspects of environmental context.","85a9a91a-8775-4b78-a537-8913ba3d72c0"
"_locular","Having the number of locules indicated by the prefix; as in plurilocular, trilocular, unilocular.","9cbc1cd4-f7ec-428e-a369-f8b9ace4c2a4"
"locule","Any structurally distinct compartment within an anther, ovary, fruit, sporangium or other organ; not necessarily having any evolutionary integrity.","19b9dbe8-0f35-490a-9bf6-2432379cbbee"
"_loculed","Having the number of locules indicated by the prefix; as in one-loculed, five-loculed.","d986d926-e924-46b8-a9cd-41f13fae247d"
"loculicidal","Splitting longitudinally through the outer wall(s) and directly into the locule(s), between the sutures, if any.","88358b55-5a1c-4652-a014-3fb71d02be16"
"lodicule","One of two or three small, scale-like structures inserted at the base of the androecium, distal to the palea, in most grass (Poaceae) flowers; often regarded as a vestigial branch or perianth member.","db287dc9-716d-4a77-8b75-5e7fa81f5b41"
"loment","A schizocarp with superposed locules; derived from a single, superior, simple ovary; disarticulating at transverse constrictions between the locules; in Fabaceae (Leguminosae).  See also legume.","9e376fd5-ac74-4319-9b28-5ddfb1c5141b"
"longitudinal","Parallel to the central axis.","6c56240a-0ef7-4388-bb35-9143ac26a91e"
"longitudinal","Parallel to the long axis of the context of reference.","98517580-c199-4b8e-8fe8-c2803b95e657"
"loose","Having equivalent constituent parts disposed distant from one another.","a24e1976-e855-49f4-98b8-442d1a04b2e6"
"loose","Soft overall, discontinuously and only weakly cohesive.","4e02c29f-a0ce-42b1-94ea-84204f31cc09"
"lorate","Elongate and relatively thin with the opposite faces more or less plane and moderately narrow, their edges more or less straight and parallel over most of their length; resembling a strap.","349b4a9f-5197-4935-9522-3c4ac9929d18"
"lumen","A space enclosed by the wall(s) or membrane(s) of a structure.","b069a022-2be0-43b4-8efa-4ad13ff17639"
"lumina","A space enclosed by the wall(s) or membrane(s) of a structure.","e3941c37-b2f0-468f-b857-0c3d095d71b1"
"lunate","Arcuate, broadest at the middle, and attenuate to acute ends; like the stylized outline of a first-quarter moon.","dcff3c5d-6bbd-4639-887b-49270d34b7eb"
"lustrous","Uniformly reflecting a high proportion of incident light at all angles.","25594cd9-b52f-4e1e-9e16-af9fa9c11a30"
"lyrate","Basically obovate but with several proximal concavities on each side, these sinuses opposite one another in pairs and decreasing in size toward the base; like the frontal outline of a lyre.","88b97f99-818d-46c7-b876-7bdf5e404aa6"
"lyre-shaped","Basically obovate but with several proximal concavities on each side, these sinuses opposite one another in pairs and decreasing in size toward the base; like the frontal outline of a lyre.","75777e5a-51cd-4f2c-956c-2f7d2aaa49bb"
"macrophyll","A principal, vegetative shoot organ borne laterally from a stem node; its vascular tissues, if any, continuous with those of the stem; undergoing no significant secondary growth; usually more or less bilaterally symmetrical; comprising a distal, usually laminar blade and/or a proximal stalk (petiole) or sheath; usually a primary site of photosynthesis.","c1142d9b-c42a-45e1-93ac-9cbe9575321e"
"macrophyllous","Bearing megaphylls.","d251bade-ebdd-41f9-b76b-968430729676"
"macrosporangium","A sporangium that produces megaspores.","7f9e3756-4ac4-495d-8fb6-fffed355a241"
"macrosporangia","A sporangium that produces megaspores.","6102371f-fcdd-47cd-b0fd-2d24e2d5c8cc"
"macrospore","A female spore; a spore of the larger of two types produced by the sporophytes of a heterosporous taxon; produced in a megasporangium; giving rise upon germination to a megagametophyte.","6e5937eb-f512-4bd3-9865-06606218863f"
"macrosporocarp","A sporocarp that bears only macrosporangia (megasporangia).","4fd0fd89-80c1-4744-97b7-38fb30594392"
"macrosporophyll","A sporophyll that bears only megasporangia and, in Pinophyta, naked ovules that develop subsequently.","c54df958-9c56-49e7-8ed8-64e36c9f42ed"
"macrostrobilus","A strobilus (cone) whose fertile organs are all megasporophylls.","ed33e80e-12e2-41a3-8a0d-655a842189a6"
"macrostrobili","A strobilus (cone) whose fertile organs are all megasporophylls.","ff4b92f1-d0aa-4d75-89ba-934aa07fba2d"
"macula","An area that differs in color from the rest of a structure's surface, usually due to differing coloration.  See also eyespot.","9090b941-9c89-4bba-827d-17985577b1ea"
"maculae","An area that differs in color from the rest of a structure's surface, usually due to differing coloration.  See also eyespot.","8babcd54-a30d-41aa-9ba4-ab145be4d9ee"
"maculate","Having one or more areas that differ in color from the rest of the surface.  See also eyespotted.","16f20235-a62e-4c94-a71e-fe7b579f457b"
"main stem","The one, or any of the more than one, first-order stem(s), or first-order portion(s) of the collective stem, of a shoot.","5f17220e-f578-4abd-adbd-702199189f03"
"male","Of the sex that produces microspores and sperm.","057d842a-e6eb-4fd7-bd26-6933c7e0301e"
"male cone","A cone (strobilus) whose fertile organs are all microsporophylls.","b2779296-b5a3-41ac-97a3-f53448d492d7"
"mamilla","A nipple- or teat-shaped protrusion.","f9d34e3a-fb3e-4a8e-9aa4-a671080bffd0"
"mamillae","A nipple- or teat-shaped protrusion.","334efa59-fc69-41a1-ad94-ca60c8cd2983"
"mamillate","Bearing mamillae.","b7efd9f7-2cc7-42bb-921a-ebe5c4825bb3"
"mamma","A rounded-conoidal protrusion, resembling the breast of a mammal.","e3955d6f-0ac5-4efc-9df6-53a76a309a33"
"mammae","A rounded-conoidal protrusion, resembling the breast of a mammal.","4d4e80a1-7550-4ce0-b17e-b21ac44ee8f5"
"mammiform","Rounded conic, like the breast of a mammal.","0cef8432-daf9-4f99-83ff-f6a5e9eb1791"
"mammose","Having mammae.","074ff548-678a-44a4-b65d-96eea544efe5"
"manifestation","Degree or nature of evidence when present within the context in point.","0a3f2715-8e04-4965-bb05-2b4bf2437b95"
"many_","Indicating presence of or constitution by a relatively large number of entities of the type denoted by the term's stem; as in many-angled, many-pistilled, many-seeded.  See also few-... (oligo...).","ffb01932-ae07-43de-b8d6-0b4513b46033"
"many-stemmed","Having many, more or less equal, principal stems arising at substrate level from a caudex or root crown.","94362c15-5deb-467c-a233-374c793c9842"
"marcescent","Persistent in a distinctly withered condition.","020fd271-c2dd-438d-929e-ef4f5c29ba02"
"margin","Configuration of all or part of the periphery of a planate structure, sometimes referred to as though it were discrete and an entity in its own right for descriptive purposes.  The extent of the area considered to pertain to the margin in a given case is, of necessity, subjectively determined.  As a general rule, peripheral concavities that do not exceed 1/5 the distance from the generalized edge to the center or main axis of the structure are considered components of marginal configuration, deeper concavities being considered components of overall shape.  The margin is sometimes considered to be only the infinitely thin boundary itself, and such a definition is probably the one most technically correct from the standpoint of geometry and general usage.  However, it is inconsistent with traditional usage in descriptive botany, which treats the margin as an entity of substance both semantically and conceptually.  The semantic antecedent of some descriptors is 'margin,' whereas the antecedent of others is the structure as a whole (e.g., leaf).","d39ff35b-0923-4115-803d-e6c73e2fabfb"
"marginal","Upon or otherwise directly associated with the margins.","460a685f-3336-4c98-959a-1ea97705faf1"
"marginal","Upon or otherwise directly associated with the margins.","d3fcecfc-3a7d-437a-ab94-701d3fe72c2d"
"masculine","Of the sex that produces microspores and sperm.","769c421f-b16b-41f9-bc1d-51164af20685"
"massula","A body of coherent pollen grains, dispersed as a unit; esp. in Asclepiadaceae, Orchidaceae.","7605b008-ceab-4c15-91a5-3676f89cdb60"
"massulae","A body of coherent pollen grains, dispersed as a unit; esp. in Asclepiadaceae, Orchidaceae.","15edee12-08cb-4535-bdf3-56849d088244"
"matted","Growing in extensive, low, dense aggregations, sometimes with the stems of different plants intertwined.","360f8d56-66de-49e4-8374-7b93b0ef1e22"
"maturation","Timing of the attainment of functional maturity, sometimes relative to other structures, sometimes as to constituent structures relative to each other.","8a4ea9ba-5d87-46a5-8626-bcc144aff550"
"mealy","Of or bearing minute, relatively stout trichomes that are collectively meal- or flour-like and easily detached.","65495160-0d1e-4b93-8940-9f1374452dc3"
"mealy","Loose, dry, and disintegrating in finely granular pieces like meal or flour.","308dedd6-6564-4f30-9529-fff67103cf6a"
"medial","At, upon, or closely ranged about the structural or symmetrical midpoint or axis.","3ae21aff-afdd-4496-95f8-64da2e8aeab2"
"medial","At, upon, or closely ranged about the structural or symmetrical midpoint or axis.","e4c75f01-b8f9-4cda-bebc-f978aa97ae61"
"median","At, upon, or closely ranged about the structural or symmetrical midpoint or axis.","eafcfd87-1a15-4e44-96f6-0a1e41b85984"
"median","At, upon, or closely ranged about the structural or symmetrical midpoint or axis.","98a9c723-90cc-48e3-b96f-1bd3f207407d"
"medullose","Loose or spongy internally, denser and firmer externally.","a85d37a9-41db-479e-a360-79b3cbbf748f"
"megagametophyte","A gametophyte whose fertile organs (gametangia) are all archegonia.","840f2d81-14c8-42b5-b646-c0c963acfbdc"
"megaphyll","A principal, vegetative shoot organ borne laterally from a stem node; its vascular tissues, if any, continuous with those of the stem; undergoing no significant secondary growth; usually more or less bilaterally symmetrical; comprising a distal, usually laminar blade and/or a proximal stalk (petiole) or sheath; usually a primary site of photosynthesis.","c26c826a-30d6-494e-a2f1-05540465c9fc"
"megaphyllous","Bearing megaphylls.","13eedcaa-0da2-4a36-acc3-4855cda930c5"
"megasporangium","A sporangium that produces megaspores.","da70408e-c99f-42c6-a6bf-4f8c9de3d53d"
"megasporangia","A sporangium that produces megaspores.","39beb98a-e588-4996-8a2d-57c9967dc8ab"
"megaspore","A female spore; a spore of the larger of two types produced by the sporophytes of a heterosporous taxon; produced in a megasporangium; giving rise upon germination to a megagametophyte.","c91d751f-04ab-4119-bb93-08ec419e0516"
"megasporocarp","A sporocarp that bears only megasporangia.","f34d344d-17cf-4ccd-a53e-98c200476e70"
"megasporophyll","A sporophyll that bears only megasporangia and, in Pinophyta, naked ovules that develop subsequently.","2ce3e98c-69db-4e7a-9e29-bbf8ee668471"
"megastrobilus","A strobilus (cone) whose fertile organs are all megasporophylls.","65823668-1ae4-47a9-bf43-b24f8a6f0e1e"
"megastrobili","A strobilus (cone) whose fertile organs are all megasporophylls.","a116a573-2ca8-4bda-b3e7-d0d89e6e2107"
"membranaceous","Extremely thin, pliable, and fairly tough; like animal membrane.  See also chartaceous (papery, papyraceous), pergamentaceous (parchment-like).","132e72f8-a77f-4507-9415-752e01f77e3b"
"membrane","A relatively thin layer of tissue that covers or separates other, different tissue(s) and/or empty space(s).","b0ad7793-ca00-40d6-9e0c-437e043dc264"
"membranous","Extremely thin, pliable, and fairly tough; like animal membrane.  See also chartaceous (papery, papyraceous), pergamentaceous (parchment-like).","db709ef3-bd00-4a47-a017-6406855c78b9"
"meniscoid","Relatively thin with opposite, round, broad faces, one convex and one concave (as viewed externally), the circumferential edge angular or rounded; like a meniscus.  See also discoid (disciform), lenticular (biconvex, lens-shaped), patelliform (kneecap-shaped).","d7fc238b-884e-4424-9a3e-01135f51b633"
"mentum","A lateral, often nectariferous protrusion from the proximal portion of a column, opposite the labellum, projecting in front of the rest of the flower; in Orchidaceae.","2afde606-aca5-41ab-8ad4-cd80d4dc398d"
"menta","A lateral, often nectariferous protrusion from the proximal portion of a column, opposite the labellum, projecting in front of the rest of the flower; in Orchidaceae.","1d7ed204-94c8-4a0a-a6b2-556862ac92bf"
"mericarp","One of the segments of a dehisced schizocarp; usually one-seeded and itself indehiscent.","b7716ed7-a73f-44af-bcbf-1e78885444bd"
"_merous","Having the number of equivalent component parts indicated by the prefix (e.g., petals in a corolla), or having different component sets of equivalent parts of that number in each set (e.g., calyx and corolla in a perianth); as in monomerous, oligomerous, polymerous, tetramerous, trimerous.","6816eb7b-05e7-40fe-8598-564e9ec96ab6"
"mesocarp","The middle tissue layer of the pericarp of a fruit.","f00ffde0-ba8e-4ff7-9659-4170fc3b4332"
"mesochilium","The central portion of a labellum (lip) that has distinct proximal, distal, and central parts; in Orchidaceae.  See also epichilium, hypochilium.","d6237960-1e0e-4c40-943a-49b999eeac8b"
"microgametophyte","A gametophyte whose fertile organs (gametangia) are all antheridia.","75acdf19-90ff-4e85-86c0-1d41b6031a57"
"microphyll","A small, lateral, leaf-like enation that, evolutionarily, is not a true leaf, i.e., whose vasculature, if any, consists of only a single median strand not ontogenetically integral with the vasculature of the bearing stem and not associated with leaf gaps in the stele of the stem; in Bryophyta, Psilotophyta, Lycopodiophyta, Equisetophyta.","f5132d85-d6bb-4a70-8442-cbf2b605023d"
"microphyllous","Bearing microphylls.","a4534c52-79be-47ac-bf00-03caa023fdae"
"micropyle","The small pore in the integuments of an ovule at its apex, through which the pollen tube grows; or the corresponding aperture or scar in the coat of the seed that develops subsequently.","bdeac71b-b77a-4558-8008-fcb5247508ff"
"microsporangium","A sporangium that produces microspores.","81a13c43-469f-4abf-ae84-a2e758b71fa3"
"microsporangia","A sporangium that produces microspores.","067d82bc-0218-4f34-b021-f1c3acadd136"
"microspore","A male spore; a spore of the smaller of the two types produced by the sporophytes of a heterosporous taxon; produced in a microsporangium; giving rise upon germination to a microgametophyte.","9037b0e8-67e4-437d-a207-420405a07d9d"
"microsporocarp","A sporocarp that bears only microsporangia.","bb985e59-bdaf-4e44-b8a5-af7033e6b5c9"
"microsporophyll","A sporophyll that bears only microsporangia.","7ce33409-90c4-432b-90ac-babf812fe0ce"
"microstrobilus","A strobilus (cone) whose fertile organs are all microsporophylls.","ebda7bb0-bb12-4160-bbc6-a5edc4fb316c"
"midnerve","A primary vein that runs longitudinally through the center of a leaf or other basically laminar structure.  See also lateral vein, secondary vein, tertiary vein, veinlet.","30c40ba8-2c25-4f78-9905-27d5c4ecf8bc"
"midrib","A primary vein that runs longitudinally through the center of a leaf or other basically laminar structure.  See also lateral vein, secondary vein, tertiary vein, veinlet.","202c0000-3b32-450c-9cf5-cbbf7e8a0d8d"
"midvein","A primary vein that runs longitudinally through the center of a leaf or other basically laminar structure.  See also lateral vein, secondary vein, tertiary vein, veinlet.","006a1819-4411-4fec-a932-86d4d8e40c98"
"mitre-shaped","Broadest and transversely round to oval proximally, tapering bilaterally above the middle to a central peak; like a peaked hat or cap.","55ba259b-e4f1-4deb-9cdb-ab4f59afed6b"
"mitriform","Broadest and transversely round to oval proximally, tapering bilaterally above the middle to a central peak; like a peaked hat or cap.","50c87832-8cfc-470c-a525-05bd50cb198c"
"mixed-craspedodromous","Having a midvein that branches to either side along the length of the lamina, the secondary veins running thence toward the margin, some becoming indistinct before reaching it, others terminating there.","4a3d4c89-665f-4cc4-8984-a389110fdddf"
"monadal","Shed singly, or essentially so, only loosely and irregularly, if at all, coherent, each original tetrad having separated fully.","7a896d94-0b79-40a8-b7a6-9b8b9fae9f26"
"moniliform","Elongate, relatively slender, transversely round, and more or less regularly constricted over its length, the whole straight or variously curved; like a necklace of beads.","37cf8f8f-8494-4913-be45-14a929e64549"
"mono_","Indicating presence of or constitution by one entity of the type denoted by the term's stem; as in  monandrous, monocolpate, monocyclic.  See also entries for particular terms with this prefix whose meanings, at least in some applications, are more specific than usually indicated by such combination.","3f935c11-6c0e-4ffd-b03f-81508d41d095"
"monocarpic","Normally reproducing sexually only once, then promptly senescent.","5355f3e9-008e-4ee2-9c07-f74d80dffb3b"
"monochasiate","Comprising one or more simple or compound monochasia.  See also cincinnate, cymose, cymulose, dichasiate, helicoid-cymose, scorpioid-cymose.","b2eecc4f-405d-403c-9788-1960f3d0a9eb"
"monochasiform","Resembling a monochasium, but not strictly such.","bd2c2ea4-1511-479e-9c79-d567a3d2d6d6"
"monochasium","Determinate and falsely dichotomous with each axial segment bearing a single, sessile terminal flower; presumably derived from a dichasium by loss of the lateral flowers.  See also cincinnus, cyme, cymule, dichasium, helicoid cyme, scorpioid cyme.","ef098a30-8390-46b6-bf5a-3cce983dda47"
"monochasia","Determinate and falsely dichotomous with each axial segment bearing a single, sessile terminal flower; presumably derived from a dichasium by loss of the lateral flowers.  See also cincinnus, cyme, cymule, dichasium, helicoid cyme, scorpioid cyme.","317b9221-6452-4027-ba2c-cdbe8cc7cb0d"
"monochasium-like","Resembling a monochasium, but not strictly such.","1a7ad5ec-a87d-441a-ba68-23aaef288dcf"
"monochlamydeous","Having a monocyclic perianth.","d67d17a8-1c43-439b-b5da-b3a0ddb32e14"
"monoclinous","Having all flowers functionally bisexual; this condition is implied by default if no other is specified.  See also diclinous.","1bef1a27-36d6-483f-801e-51e655bd697a"
"monoecious","Having all flowers or spikelets functionally unisexual, and all plants having both staminate and pistillate types.  See also dioecious.","e9cd8c32-83e1-4003-b4f0-109ea5a6c1c3"
"monolete","Having a single linear tetrad scar (surficial ridge or angle resulting from ontogenetic coherence with others produced from the same spore mother cell).","b42a80c4-e917-4e29-8d43-e962ca77682f"
"monopodial","Branching laterally, each axis of each order of branches produced by a single, persistently dominant, apical meristem.  See also sympodial.","84e0b4e0-1fbd-4a88-b878-6ed9a69b717d"
"_morphic","Existing within the taxon in the number of distinct structural states indicated by the prefix, the states segregated in different sets of plants or not; as in monomorphic, polymorphic, trimorphic.","a4b4bab3-bd85-4757-879f-b2fea93b328c"
"motile","Able to translocate by intrinsic means, as by flagellar propulsion.","4d51fac3-d77e-4a11-8453-4ba96606033d"
"mottled","Having one or more indistinctly delineated, irregularly shaped, areas of varying size and contrasting hue and/or intensity.","80c1d776-a299-4dba-b44a-e578d6f20b01"
"mound-shaped","Essentially round in transverse section, much broader than long or high, with a convex distal face that intersects either a more or less plane proximal face or, when the structure is sessile, its bearing surface.","7dfabed5-a343-496e-aa5c-b06b7d73d5e3"
"mucilage","A slimy exudate.","2e237381-ac50-440b-99f2-eb4179755518"
"mucilaginous","Of a slimy substance, or becoming so upon wetting.","970739c2-f097-4e0c-a822-8d46d13d8076"
"mucilaginous","Slimy.","7b11b57e-852d-4ee0-864c-7aab5ffed472"
"mucous","Of a slimy substance, or becoming so upon wetting.","7a779089-bb39-4d9c-9e8b-d585d6a38bc1"
"mucous","Slimy.","10ad7138-a91b-409b-826d-0e5fa5b04f3f"
"mucro","A short, hard, apical point that is a continuation of vascular tissue.  See also apiculum.","c8fdc1f2-3fb0-4519-ba0b-e8d41d8ea5b6"
"mucrones","A short, hard, apical point that is a continuation of vascular tissue.  See also apiculum.","91dcf567-53c8-4d06-8425-7058bf2aedf6"
"mucros","A short, hard, apical point that is a continuation of vascular tissue.  See also apiculum.","a9869109-7f62-4aff-828a-b69fe3770fcd"
"mucronate","Terminating abruptly in a short, hard point that is a continuation of vascular tissue.  See also apiculate, mucronulate.","2b0b55f4-3d8d-44d8-ad15-b3e6e93d906b"
"mucronulate","Finely mucronate.  See also apiculate.","f70365f8-d81d-4028-8501-c06f88821b10"
"multi_","Indicating presence of or constitution by a relatively large number of entities of the type denoted by the term's stem; as in  multicarpellate, multicellular, multifacial, multiseriate.  See also oligo... (few-...).","d4801271-9556-4716-9507-d97c241cee67"
"multiciliate","Having several to many cilia.","553821b5-334b-4a93-bb69-c733a1a7af01"
"multicipital","Having many, more or less equal, principal stems arising at substrate level from a caudex or root crown.","86ad5af7-8561-47a2-a898-2ca44201067e"
"multiple fruit","Compound and derived from the connate or coherent ovaries and accessory tissue(s), if any, of two or more adjacent flowers.","bf3f5da4-5b0b-4fa7-a8cd-112f4c8b06f8"
"muricate","Having short, hard, more or less acute, transversely round protrusions overall.  See also muriculate.","b6b0ecc0-5de5-47a2-80a9-d7a42534a27a"
"muriculate","Finely muricate.","538c03f2-5c5b-47ab-a8d9-691bfaf38a06"
"muriform","Disposed like bricks in a wall; in parallel rows, the members in each row overlapping the boundaries between members of the adjacent rows.","52a6a903-9965-4373-bd6b-7dcba3000760"
"muscariform","Having a proximal axis that bears a distal cluster of elongate slender branches or appendages, these variously ascending to erect; like a broom.","9bcb275d-8a45-42b0-804a-452cf5e62198"
"mushroom-shaped","Having a cylindric base and a considerably broader, pulvinate distal portion; like the generalized form of a mushroom.","f81501fa-330e-4744-8795-a99f318e9001"
"muticous","Lacking a distinct terminal point (when one might be expected).","5e0a94fd-f1d5-455c-b33b-dc152c2fbba8"
"naked","Lacking a covering that might have been expected.","c58612cc-cae0-4b5c-9309-3587e7bbb12f"
"naked","Lacking enclosing protective scales, the outermost embryonic components exposed and not differing significantly from those within.  See also perulate.","89a50840-ee9c-4ddc-8965-2559c2fa9559"
"naked","Lacking a perianth.","c72ac3c7-57be-4f10-b7e0-d217781eec22"
"naked","Lacking paleae; in Asteraceae (Compositae)","1ecfcbd4-9845-41e3-88ce-b7e1d2a1d266"
"napiform","Depressed-globose overall and strongly acuminate (concave-tapered) at the base; like the generalized form of a turnip.","923651ac-b3e7-4481-b60c-80fb40ecf9e0"
"navicular","Like the generalized form of a boat hull, the walls relatively thin to moderately thick, the interior essentially empty and open along one side.","b7b731ea-65e9-4596-a12c-113b30def4a2"
"near-bald","Nearly glabrous, with only a very sparse covering of trichomes.","f3cabee2-d942-462e-8931-8bb8229beeec"
"neck","The distal narrowed portion of an archegonium above its bulbous base.","dc635dfe-494e-494f-9e80-0280dbdbf64f"
"neck","The solid, usually constricted portion of a floral tube sometimes present between casing and collar when those are both present.","bca42d74-d8c4-4052-98fe-24d1df56e4f5"
"nectar","An aqueous exudate of high sugar content.","f349e1ef-e049-4167-8a7f-263bba209c27"
"nectariferous","Producing and secreting nectar; when glands are nectariferous, they are usually indicated nominatively as nectaries.","3528fd87-9eeb-447a-8802-581fb6677c2e"
"nectary","A multicellular, anatomically distinct structure that produces and exudes nectar.","fb238672-192a-42ef-abbb-47d7956b6b37"
