"term","category","hassyn"
"asymmetrical","shape",0
"barbed","shape",0
"berrylike","shape",0
"bitegmic","architecture",0
"black","coloration",0
"bladderlike","architecture",0
"bladelike","architecture",0
"blooming","life_stage",0
"bractlike","architecture",0
"brief","size",0
"broomlike","shape",0
"brushlike","shape",0
"brushy","shape",0
"budlike","shape",0
"burlike","shape",0
"cactuslike","shape",0
"callous","external texture",0
"callose","external texture",0
"calloused","external texture",0
"calyxlike","shape",0
"capillary","shape",0
"capitate","shape",0
"carrotlike","architecture",0
"cartilage-like","internal texture",0
"cartilaginous","internal texture",0
"centrifugal","development",0
"centripetal","development",0
"chartaceous","external texture",0
"ciliate","shape",0
"circular","shape",0
"clawlike","architecture",0
"columnlike","shape",0
"conduplicate","vernation",0
"cone-shaped","shape",0
"concealing","position",0
"conic","shape",0
"contorted","shape",0
"cordlike","architecture",0
"coriaceous","internal texture",0
"corky","external texture",0
"cormlike","shape",0
"corncob-like","shape",0
"crassinucellate","architecture",0
"crestlike","architecture",0
"crinkled","shape",0
"crooked","course",0
"cross-shaped","architecture",0
"crumbling","internal texture",0
"cucullate","architecture",0
"curved","course",0
"curved","orientation",0
"curving","course",0
"curving","orientation",0
"daggerlike","architecture",0
"decreasing","size",0
"deepening","coloration",0
"deliquescent","internal texture",0
"depressed","shape",0
"detachable","fragility",0
"developed","development",0
"developing","development",0
"dichasiform","arrangement",0
"dicotyledonous","reproduction",0
"differentiated","variability",0
"diffuse","architecture",0
"dirty","coloration",0
"diminished","size",0
"diminishing","size",0
"dingy","coloration",0
"disciform","shape",0
"dislodged","fragility",0
"distinctive","prominence",0
"distorted","condition",0
"divided","shape",0
"dots","coloration",0
"dots","relief",0
"dry","internal texture",0
"dusty","external texture",0
"dwarf","height",0
"elevated","prominence",0
"elliptical","arrangement",0
"elongating","length",0
"exsertion","behaviour",0
"extrorse","orientation",0
"extrorse","dehiscence",0
"faceted","shape",0
"falling","behaviour",0
"fine","width",0
"firm","internal texture",0
"flat","prominence",0
"flatter","prominence",0
"fleeting","duration",0
"flexible","external texture",0
"folded","shape",0
"gelatinous","external texture",0
"geocarpous","location",0
"headlike","architecture",0
"healthy","condition",0
"herbaceous","external texture",0
"herbaceous","internal texture",0
"highlighted","coloration",0
"honeycomb","pattern",0
"hookless","shape",0
"hornless","shape",0
"hornless","architecture",0
"hornlike","architecture",0
"woodlike","internal texture",0
"withering","behaviour",0
"winglike","architecture",0
"winglike","shape",0
"watery","external texture",0
"warty","relief",0
"wartlike","architecture",0
"wandlike","architecture",0
"vitreous","coloration",0
"viable","condition",0
"vexillate","architecture",0
"vexillate","arrangement",0
"vesicular","external texture",0
"vesicular","shape",0
"vernal","duration",0
"variegated","coloration",0
"utriclelike","shape",0
"unchanged","condition",0
"tuberlike","architecture",0
"true","derivation",0
"torsive","arrangement",0
"tight","arrangement",0
"symmetrical","shape",0
"subannular","shape",0
"stylelike","shape",0
"striped","coloration",0
"striate","relief",0
"striate","coloration",0
"straggling","orientation",0
"sprawling","orientation",0
"splitting","behaviour",0
"spirolobal","arrangement",0
"spiraled","architecture",0
"spiral","shape",0
"sparser","density",0
"sparse","density",0
"smooth","relief",0
"siliceous","external texture",0
"shorter","height",0
"short","height",0
"shelflike","shape",0
"semiwoody","internal texture",0
"semiprostrate","orientation",0
"semidioecious","reproduction",0
"sculpted","shape",0
"scorpioid","shape",0
"scorpioid","architecture",0
"scapelike","shape",0
"scaley","architecture",0
"scalelike","architecture",0
"sarcous","external texture",0
"saccate","shape",0
"roughened","internal texture",0
"ropelike","shape",0
"ripe","life_stage",0
"ripening","life_stage",0
"ringed","relief",0
"ring-porous","internal texture",0
"rigent","external texture",0
"riblike","shape",0
"ribbonlike","shape",0
"ribbed","shape",0
"revolute","shape",0
"pulpy","external texture",0
"pseudomonadal","arrangement",0
"pseudomonadal","reproduction",0
"protruding","prominence",0
"prostrate","orientation",0
"primary","position",0
"porous","internal texture",0
"polymorphic","architecture",0
"polyadal","arrangement",0
"plumose","architecture",0
"plicate","shape",0
"pliant","external texture",0
"pliant","internal texture",0
"pliable","internal texture",0
"pliable","external texture",0
"pleated","vernation",0
"pinecone-like","shape",0
"persisting","behaviour",0
"perennating","duration",0
"peglike","shape",0
"peduncular","position",0
"overwintering","habit",0
"overwintering","duration",0
"osseous","internal texture",0
"obvolute","arrangement",0
"nutlike","shape",0
"nipplelike","shape",0
"needlelike","shape",0
"necklike","shape",0
"membranaceous","external texture",0
"lineate","external texture",0
"lineate","relief",0
"lineolate","external texture",0
"lineolate","relief",0
"carinal","arrangement",0
"cavernous","shape",0
"coetaneous","maturation",0
"contorted","arrangement",0
"convolute","arrangement",0
"disappearing","behaviour",0
"duplicate","arrangement",0
"specialized","development",0
"winter","season",0
"convolute","shape",0
"dead","life_stage",0
"equal","variability",0
"sclerocaulous","architecture",0
"vascular","architecture",0
"modified","development",0
"rimmed","relief",0
"herb","life_style",0
"herbs","structure",0
"separable","fixation",0
"removable","fixation",0
"annuals","structure",0
"biennials","structure",0
"bushes","structure",0
"geophytes","structure",0
"lianas","structure",0
"perennials","structure",0
"plants","structure",0
"shrubs","structure",0
"subshrubs","structure",0
"summer","season",0
"trees","structure",0
"undershrubs","structure",0
"vines","structure",0
"banded","pattern",0
"blotched","pattern",0
"blotches","pattern",0
"checkered","pattern",0
"tessellate","pattern",0
"dotted","pattern",0
"punctate","pattern",0
"puncticulate","pattern",0
"eyespotted","pattern",0
"spotted","pattern",0
"ocellate","pattern",0
"maculate","pattern",0
"netted","pattern",0
"reticulate","pattern",0
"lineate","pattern",0
"lineolate","pattern",0
"adventitious","derivation",0
"awnlike","shape",0
"axile","arrangement",0
"bristled","shape",0
"caducous","duration",0
"sarcocaulous","internal texture",0
"woody","internal texture",0
"diam","character",0
"accessory cell","structure",0
"accessory fruit","structure",0
"achene","structure",0
"akene","structure",0
"acorn","structure",0
"adventitious bud","structure",0
"adventitious root","structure",0
"aerial root","structure",0
"aestivation","character",0
"aggregate fruit","structure",0
"ala","structure",0
"alae","structure",0
"albumen","structure",0
"ament","structure",0
"ampulla","structure",0
"ampullae","structure",0
"androecial tube","structure",0
"androecium","structure",0
"androecia","structure",0
"androgynophore","structure",0
"androphore","structure",0
"annulus","structure",0
"annuli","structure",0
"anthela","structure",0
"anthelae","structure",0
"anther","structure",0
"antheridium","structure",0
"antheridia","structure",0
"antherozoid","structure",0
"anthocarp","structure",0
"apex","structure",0
"apices","structure",0
"apiculum","structure",0
"apicula","structure",0
"appendage","structure",0
"archegonium","structure",0
"archegonia","structure",0
"architecture","character",0
"areola","structure",0
"areolae","structure",0
"areole","structure",0
"aril","structure",0
"arillode","structure",0
"arillus","structure",0
"arilli","structure",0
"arista","structure",0
"aristae","structure",0
"arrangement","character",0
"articulation","structure",0
"ascidium","structure",0
"ascidia","structure",0
"auricle","structure",0
"awn","structure",0
"axil","structure",0
"axis","structure",0
"axes","structure",0
"banner","structure",0
"barb","structure",0
"barbel","structure",0
"barbella","structure",0
"barbellae","structure",0
"barbellula","structure",0
"barbellulae","structure",0
"barbellule","structure",0
"bark","structure",0
"basal cell","structure",0
"base","structure",0
"beak","structure",0
"beaklet","structure",0
"beard","structure",0
"berry","structure",0
"bladder","structure",0
"blade","structure",0
"blister","structure",0
"blotch","structure",0
"bole","structure",0
"bostryx","structure",0
"bostryches","structure",0
"bract","structure",0
"bracteole","structure",0
"bractlet","structure",0
"branch","structure",0
"branchlet","structure",0
"bristle","structure",0
"bud","structure",0
"bud scale","structure",0
"bud-scale scar","structure",0
"bulb","structure",0
"bulbel","structure",0
"bulbil","structure",0
"bulblet","structure",0
"bulla","structure",0
"bullae","structure",0
"bundle","structure",0
"bundle scar","structure",0
"bursicle","structure",0
"callus","structure",0
"calyculus","structure",0
"calyculi","structure",0
"calyptra","structure",0
"calyptrae","structure",0
"calyx","structure",0
"calyces","structure",0
"calyx tube","structure",0
"cane","structure",0
"cap cell","structure",0
"capillus","structure",0
"capilli","structure",0
"capitulum","structure",0
"capitula","structure",0
"capsule","structure",0
"carina","structure",0
"carinae","structure",0
"carpel","structure",0
"carpophore","structure",0
"caruncle","structure",0
"caryopsis","structure",0
"caryopsides","structure",0
"casing","structure",0
"catkin","structure",0
"caudex","structure",0
"caudices","structure",0
"caudicle","structure",0
"cell","structure",0
"cell","structure",0
"centralium","structure",0
"centralia","structure",0
"chaff","structure",0
"chalaza","structure",0
"chalazae","structure",0
"chalazas","structure",0
"chamber","structure",0
"channel","structure",0
"cilium","structure",0
"cilia","structure",0
"cincinnus","structure",0
"cincinni","structure",0
"citrus fruit","structure",0
"cladode","structure",0
"cladophyll","structure",0
"claw","structure",0
"climbing root","structure",0
"clinandrium","structure",0
"clinandria","structure",0
"coating","character",0
"coccus","structure",0
"cocci","structure",0
"coenocarp","structure",0
"coleorhiza","structure",0
"collar","structure",0
"collar","structure",0
"coloration","character",0
"colpus","structure",0
"colpi","structure",0
"columella","structure",0
"columellae","structure",0
"columellas","structure",0
"column","structure",0
"column foot","structure",0
"coma","structure",0
"comae","structure",0
"comas","structure",0
"commissure","structure",0
"cone","structure",0
"cone scale","structure",0
"connective","structure",0
"corm","structure",0
"corniculum","structure",0
"cornicula","structure",0
"corolla","structure",0
"corollae","structure",0
"corollas","structure",0
"corolla tube","structure",0
"corona","structure",0
"coronae","structure",0
"coronas","structure",0
"corymb","structure",0
"costa","structure",0
"costae","structure",0
"costule","structure",0
"cotyledon","structure",0
"course","character",0
"crena","structure",0
"crenae","structure",0
"crenule","structure",0
"crest","structure",0
"crista","structure",0
"cristae","structure",0
"cross-vein","structure",0
"crozier","structure",0
"cucullus","structure",0
"cuculli","structure",0
"culm","structure",0
"cupule","structure",0
"cyathium","structure",0
"cyathia","structure",0
"cycle","structure",0
"cyme","structure",0
"cymule","structure",0
"cypsela","structure",0
"cypselae","structure",0
"dehiscence","character",0
"dens","structure",0
"dentes","structure",0
"derivation","character",0
"development","character",0
"dichasium","structure",0
"dichasia","structure",0
"diclesium","structure",0
"diclesia","structure",0
"diffuse root","structure",0
"diplotegium","structure",0
"diplotegia","structure",0
"disc","structure",0
"disk","structure",0
"disc floret","structure",0
"dissepiment","structure",0
"division","structure",0
"dot","structure",0
"dropper","structure",0
"drupe","structure",0
"drupelet","structure",0
"duration","character",0
"dyad","structure",0
"ear","structure",0
"elaiosome","structure",0
"elastoviscin","structure",0
"elater","structure",0
"emargination","structure",0
"embryo","structure",0
"embryo sac","structure",0
"embryotega","structure",0
"embryotegae","structure",0
"embryotegas","structure",0
"enation","structure",0
"endocarp","structure",0
"endosperm","structure",0
"epicalyx","structure",0
"epicalyces","structure",0
"epicarp","structure",0
"epichilium","structure",0
"epicotyl","structure",0
"epidermal cell","structure",0
"epidermis","structure",0
"epidermides","structure",0
"epidermises","structure",0
"equatorial ridge","structure",0
"exocarp","structure",0
"extent","character",0
"exudation","character",0
"face","structure",0
"farina","structure",0
"farinae","structure",0
"farinas","structure",0
"fascicle","structure",0
"female cone","structure",0
"fertile frond","structure",0
"fibrous root","structure",0
"fiddlehead","structure",0
"fig","structure",0
"filament","structure",0
"fimbria","structure",0
"fimbriae","structure",0
"first glume","structure",0
"fissure","structure",0
"fixation","character",0
"flagellum","structure",0
"flagella","structure",0
"flange","structure",0
"flesh","structure",0
"floral cup","structure",0
"floral tube","structure",0
"floret","structure",0
"floricane","structure",0
"flower","structure",0
"follicetum","structure",0
"folliceta","structure",0
"follicle","structure",0
"fossula","structure",0
"fossulae","structure",0
"fovea","structure",0
"foveae","structure",0
"fringe","structure",0
"frond","structure",0
"fruit","structure",0
"frutex","structure",0
"frutices","structure",0
"funicle","structure",0
"funiculus","structure",0
"funiculi","structure",0
"furrow","structure",0
"fusion","character",0
"galea","structure",0
"galeae","structure",0
"galeas","structure",0
"gametophyte","structure",0
"gemma","structure",0
"gemmae","structure",0
"germination","character",0
"gland","structure",0
"glans","structure",0
"glandes","structure",0
"glochid","structure",0
"glochidium","structure",0
"glochidia","structure",0
"glome","structure",0
"glomerule","structure",0
"grain","structure",0
"groove","structure",0
"gum","structure",0
"gynaecium","structure",0
"gynandrium","structure",0
"gynandria","structure",0
"gynoecium","structure",0
"gynoecia","structure",0
"gynophore","structure",0
"gynostegium","structure",0
"gynostegia","structure",0
"gynostemium","structure",0
"gynostemia","structure",0
"habit","character",0
"haft","structure",0
"hair","structure",0
"hastula","structure",0
"hastulae","structure",0
"hastulas","structure",0
"haustorium","structure",0
"haustoria","structure",0
"head","structure",0
"heartwood","structure",0
"helicoid cyme","structure",0
"hesperidium","structure",0
"hesperidia","structure",0
"hilum","structure",0
"hila","structure",0
"hip","structure",0
"hood","structure",0
"horn","structure",0
"husk","structure",0
"hydathode","structure",0
"hypanthium","structure",0
"hypanthia","structure",0
"hypochilium","structure",0
"hypocotyl","structure",0
"hypogynium","structure",0
"hypogynia","structure",0
"indument","structure",0
"indumentum","structure",0
"indumenta","structure",0
"indusium","structure",0
"indusia","structure",0
"inflorescence","structure",0
"infructescence","structure",0
"insertion","character",0
"integument","structure",0
"internode","structure",0
"involucel","structure",0
"involucral bract","structure",0
"involucre","structure",0
"isthmus","structure",0
"jacket cell","structure",0
"joint","structure",0
"keel","structure",0
"knee","structure",0
"knee root","structure",0
"labellum","structure",0
"labella","structure",0
"labium","structure",0
"labia","structure",0
"lacuna","structure",0
"lacunae","structure",0
"laesura","structure",0
"laesurae","structure",0
"lamella","structure",0
"lamellae","structure",0
"lamina","structure",0
"laminae","structure",0
"lateral vein","structure",0
"latex","structure",0
"latices","structure",0
"latexes","structure",0
"leaf","structure",0
"leaves","structure",0
"leaf scar","structure",0
"leaflet","structure",0
"legume","structure",0
"lemma","structure",0
"lemmata","structure",0
"lemmas","structure",0
"lenticel","structure",0
"lepis","structure",0
"lepides","structure",0
"lid","structure",0
"ligule","structure",0
"limb","structure",0
"lip","structure",0
"lip cell","structure",0
"lobe","structure",0
"location","character",0
"locule","structure",0
"lodicule","structure",0
"loment","structure",0
"lumen","structure",0
"lumina","structure",0
"macrophyll","structure",0
"macrosporangium","structure",0
"macrosporangia","structure",0
"macrospore","structure",0
"macrosporocarp","structure",0
"macrosporophyll","structure",0
"macrostrobilus","structure",0
"macrostrobili","structure",0
"macula","structure",0
"maculae","structure",0
"main stem","structure",0
"male cone","structure",0
"mamilla","structure",0
"mamillae","structure",0
"mamma","structure",0
"mammae","structure",0
"manifestation","character",0
"margin","structure",0
"massula","structure",0
"massulae","structure",0
"maturation","character",0
"megagametophyte","structure",0
"megaphyll","structure",0
"megasporangium","structure",0
"megasporangia","structure",0
"megaspore","structure",0
"megasporocarp","structure",0
"megasporophyll","structure",0
"megastrobilus","structure",0
"megastrobili","structure",0
"membrane","structure",0
"mentum","structure",0
"menta","structure",0
"mericarp","structure",0
"mesocarp","structure",0
"mesochilium","structure",0
"microgametophyte","structure",0
"microphyll","structure",0
"micropyle","structure",0
"microsporangium","structure",0
"microsporangia","structure",0
"microspore","structure",0
"microsporocarp","structure",0
"microsporophyll","structure",0
"microstrobilus","structure",0
"midnerve","structure",0
"midrib","structure",0
"midvein","structure",0
"monochasium","structure",0
"monochasia","structure",0
"mucilage","structure",0
"mucro","structure",0
"mucrones","structure",0
"mucros","structure",0
"multiple fruit","structure",0
"neck","structure",0
"nectar","structure",0
"nectary","structure",0
"needle","structure",0
"nerve","structure",0
"node","structure",0
"nodule","structure",0
"notch","structure",0
"nucellus","structure",0
"nucelli","structure",0
"nut","structure",0
"nutlet","structure",0
"nutrition","character",0
"ochrea","structure",0
"ocrea","structure",0
"ocreae","structure",0
"odor","character",0
"ontogeny","character",0
"operculum","structure",0
"opercula","structure",0
"orientation","character",0
"ostiole","structure",0
"ovary","structure",0
"ovule","structure",0
"ovuliferous scale","structure",0
"palate","structure",0
"pale1","structure",0
"pale2","structure",0
"palea","structure",0
"paleae","structure",0
"paleas","structure",0
"palet","structure",0
"panicle","structure",0
"papilla","structure",0
"papillae","structure",0
"pappus","structure",0
"pappi","structure",0
"pappus scale","structure",0
"paraphysis","structure",0
"paraphyses","structure",0
"pedicel","structure",0
"peduncle","structure",0
"pepo","structure",0
"perianth","structure",0
"perianth tube","structure",0
"pericarp","structure",0
"perigynium","structure",0
"perigynia","structure",0
"perisperm","structure",0
"petal","structure",0
"petiole","structure",0
"petiolule","structure",0
"phyllary","structure",0
"phylloclade","structure",0
"phyllode","structure",0
"phyllodium","structure",0
"phyllodia","structure",0
"phyllopodium","structure",0
"phyllopodia","structure",0
"pinna","structure",0
"pinnae","structure",0
"pinnule","structure",0
"pistil","structure",0
"pistillode","structure",0
"pistillodium","structure",0
"pistillodia","structure",0
"pit","structure",0
"pitcher","structure",0
"pitcher-blade","structure",0
"pith","structure",0
"placenta","structure",0
"placentae","structure",0
"placentas","structure",0
"placentation","character",0
"plane shape","character",0
"plantlet","structure",0
"plumule","structure",0
"pneumatophore","structure",0
"pollen","structure",0
"pollen sac","structure",0
"pollinarium","structure",0
"pollinaria","structure",0
"pollinium","structure",0
"pollinia","structure",0
"pome","structure",0
"pore","structure",0
"porosity","character",0
"position","character",0
"presence","character",0
"prickle","structure",0
"primary axis","structure",0
"primary root","structure",0
"primary stem","structure",0
"primary vein","structure",0
"primocane","structure",0
"prominence","character",0
"prop root","structure",0
"prophyll","structure",0
"prophyllum","structure",0
"prophylls","structure",0
"prophylla","structure",0
"prothallus","structure",0
"prothalli","structure",0
"pseudobulb","structure",0
"pseudolamina","structure",0
"pseudolaminae","structure",0
"pseudopetiole","structure",0
"pseudostem","structure",0
"pubescence","character",0
"pulvinus","structure",0
"pulvini","structure",0
"punctum","structure",0
"puncta","structure",0
"pustule","structure",0
"pyrene","structure",0
"pyxis","structure",0
"pyxides","structure",0
"raceme","structure",0
"rachilla","structure",0
"rhachilla","structure",0
"rachis","structure",0
"rhachis","structure",0
"radicle","structure",0
"radix","structure",0
"radices","structure",0
"rank","structure",0
"raphe","structure",0
"raphides","structure",0
"raphis","structure",0
"ray","structure",0
"ray floret","structure",0
"receptacle","structure",0
"receptacular bract","structure",0
"reflectance","character",0
"relief","character",0
"replum","structure",0
"repla","structure",0
"reproduction","character",0
"resin","structure",0
"rhipidium","structure",0
"rhipidia","structure",0
"rhizoid","structure",0
"rhizome","structure",0
"rhizophore","structure",0
"rib","structure",0
"ridge","structure",0
"root","structure",0
"rootstock","structure",0
"rosette","structure",0
"rostellum","structure",0
"rostella","structure",0
"rostrum","structure",0
"rostra","structure",0
"runner","structure",0
"samara","structure",0
"sap","structure",0
"sapwood","structure",0
"sawtooth","structure",0
"sawtoothlet","structure",0
"scale","structure",0
"scallop","structure",0
"scalloplet","structure",0
"scape","structure",0
"scar","structure",0
"schizocarp","structure",0
"scorpioid cyme","structure",0
"scrobis","structure",0
"scrobes","structure",0
"sculpture","character",0
"second glume","structure",0
"secondary root","structure",0
"secondary vein","structure",0
"seed","structure",0
"seed coat","structure",0
"seed leaf","structure",0
"seedling","structure",0
"segment","structure",0
"sepal","structure",0
"septum","structure",0
"septa","structure",0
"series","structure",0
"seta","structure",0
"setae","structure",0
"sheath","structure",0
"shoot","structure",0
"short-shoot","structure",0
"silicle","structure",0
"silique","structure",0
"sinus","structure",0
"sinuses","structure",0
"size","character",0
"solid shape","character",0
"sorus","structure",0
"sori","structure",0
"spadix","structure",0
"spadices","structure",0
"spathe","structure",0
"sperm","structure",0
"spermatozoid","structure",0
"spicule","structure",0
"spike","structure",0
"spikelet","structure",0
"spine","structure",0
"sporangiophore","structure",0
"sporangium","structure",0
"sporangia","structure",0
"spore","structure",0
"spore body","structure",0
"spore case","structure",0
"spore leaf","structure",0
"sporocarp","structure",0
"sporophyll","structure",0
"sporophyte","structure",0
"spot","structure",0
"spur","structure",0
"squama","structure",0
"squamae","structure",0
"squamella","structure",0
"squamellae","structure",0
"squamule","structure",0
"stalk","structure",0
"stamen","structure",0
"staminode","structure",0
"staminodium","structure",0
"staminodia","structure",0
"standard","structure",0
"stem","structure",0
"sterigma","structure",0
"sterigmata","structure",0
"sterile frond","structure",0
"stigma","structure",0
"stigmata","structure",0
"stigmas","structure",0
"stilt root","structure",0
"stipe","structure",0
"stipel","structure",0
"stipule","structure",0
"stipule scar","structure",0
"stolon","structure",0
"stoma","structure",0
"stomata","structure",0
"stoma","structure",0
"stomata","structure",0
"stomatal apparatus","structure",0
"stomatal pore","structure",0
"stomate","structure",0
"stomium","structure",0
"stomia","structure",0
"stone","structure",0
"stone fruit","structure",0
"strobilus","structure",0
"strobili","structure",0
"strophiole","structure",0
"style","structure",0
"stylopodium","structure",0
"stylopodia","structure",0
"subsidiary cell","structure",0
"sucker","structure",0
"suffrutex","structure",0
"suffrutices","structure",0
"sulcus","structure",0
"sulci","structure",0
"surface","structure",0
"suture","structure",0
"syconium","structure",0
"syconia","structure",0
"synangium","structure",0
"synangia","structure",0
"syncarp","structure",0
"taproot","structure",0
"tendril","structure",0
"tepal","structure",0
"tertiary vein","structure",0
"testa","structure",0
"testae","structure",0
"tetrad","structure",0
"tetrad scar","structure",0
"texture","character",0
"thallus","structure",0
"thalli","structure",0
"theca","structure",0
"thecae","structure",0
"thorn","structure",0
"throat","structure",0
"thyrse","structure",0
"tiller","structure",0
"tooth","structure",0
"teeth","structure",0
"toothlet","structure",0
"torus","structure",0
"tori","structure",0
"trabecula","structure",0
"trabeculae","structure",0
"translator arm","structure",0
"trichome","structure",0
"trophophyll","structure",0
"trunk","structure",0
"tuber","structure",0
"tubercle","structure",0
"tuberoid","structure",0
"tuft","structure",0
"tunic","structure",0
"turion","structure",0
"twig","structure",0
"umbel","structure",0
"umbellet","structure",0
"umbo","structure",0
"umbines","structure",0
"umbos","structure",0
"unguis","structure",0
"ungues","structure",0
"utricle","structure",0
"vallecula","structure",0
"valleculae","structure",0
"valve","structure",0
"vascular bundle","structure",0
"vasculature","structure",0
"vein","structure",0
"veinlet","structure",0
"velamen","structure",0
"velamina","structure",0
"velum","structure",0
"vela","structure",0
"venation","character",0
"vernation","character",0
"verticil","structure",0
"vesicle","structure",0
"vestiture","structure",0
"vesture","structure",0
"vexillum","structure",0
"vexilla","structure",0
"viscidium","structure",0
"viscidia","structure",0
"viscin","structure",0
"wall","structure",0
"whorl","structure",0
"wing","structure",0
"wood","structure",0
"woody clump","structure",0
"xylem","structure",0
"pitcher blade","structure",0
"woody clumps","structure",0
"shape","character",0
"length","character",0
"width","character",0
"height","character",0
"breadth","character",0
"diameter","character",0
"anatomy","character",0
"diameters","character",0
"sexes","character",0
"dimension","character",0
"morphology","character",0
"origin","character",0
"placentention","character",0
"polyploidy","character",0
"wool","structure",0
"thorny","architecture",0
